rate_id,smelling_user_id,상의_식별자,상의_색상,상의_카테고리,상의_이미지_경로,하의_식별자,하의_색상,하의_카테고리,하의_이미지_경로,원피스_식별자,원피스_색상,원피스_이미지_경로,계절,perfume_id,Brand,perfume_img_url,smelling_rate
48,1006,,,,,,,,,2006.0,네이비,,여름,417,guerlain,,83
49,1006,,,,,,,,,2006.0,네이비,,여름,904,giorgio-armani,,57
50,1007,,,,,,,,,7707.0,블랙,,여름,563,guerlain,,83
51,1007,,,,,,,,,7707.0,블랙,,여름,1175,guerlain,,73
52,1007,,,,,,,,,7707.0,블랙,,여름,757,yves-saint-laurent,,57
53,1007,,,,,,,,,7707.0,블랙,,여름,489,giorgio-armani,,49
54,1007,,,,,,,,,7707.0,블랙,,여름,1397,guerlain,,64
55,1007,,,,,,,,,7707.0,블랙,,여름,350,giorgio-armani,,62
56,1007,,,,,,,,,7707.0,블랙,,여름,617,le-labo,,72
57,1007,,,,,,,,,7707.0,블랙,,여름,335,maison-francis-kurkdjian,,69
58,1007,,,,,,,,,7707.0,블랙,,여름,1363,lanvin,,72
59,1007,,,,,,,,,7707.0,블랙,,여름,266,elizabeth-arden,,78
60,1007,,,,,,,,,7707.0,블랙,,여름,1269,versace,,64
61,1007,,,,,,,,,7707.0,블랙,,여름,758,yves-saint-laurent,,70
62,1007,,,,,,,,,7707.0,블랙,,여름,834,jo-malone-london,,72
63,1007,,,,,,,,,7707.0,블랙,,여름,950,guerlain,,92
64,1007,,,,,,,,,7707.0,블랙,,여름,405,yves-saint-laurent,,84
65,1008,973.0,베이지,니트웨어,,1313519.0,베이지,팬츠,,,,,여름,717,yves-saint-laurent,,73
66,1008,973.0,베이지,니트웨어,,1313519.0,베이지,팬츠,,,,,여름,309,diptyque,,64
67,1008,973.0,베이지,니트웨어,,1313519.0,베이지,팬츠,,,,,여름,33,elizabeth-arden,,72
68,1008,973.0,베이지,니트웨어,,1313519.0,베이지,팬츠,,,,,여름,1203,guerlain,,79
69,1008,973.0,베이지,니트웨어,,1313519.0,베이지,팬츠,,,,,여름,247,byredo,,66
70,1008,973.0,베이지,니트웨어,,1313519.0,베이지,팬츠,,,,,여름,61,byredo,,63
71,1008,973.0,베이지,니트웨어,,1313519.0,베이지,팬츠,,,,,여름,877,guerlain,,59
72,1008,973.0,베이지,니트웨어,,1313519.0,베이지,팬츠,,,,,여름,921,calvin-klein,,75
73,1008,973.0,베이지,니트웨어,,1313519.0,베이지,팬츠,,,,,여름,450,giorgio-armani,,90
74,1008,973.0,베이지,니트웨어,,1313519.0,베이지,팬츠,,,,,여름,1346,chanel,,66
75,1008,973.0,베이지,니트웨어,,1313519.0,베이지,팬츠,,,,,여름,1409,guerlain,,74
76,1008,973.0,베이지,니트웨어,,1313519.0,베이지,팬츠,,,,,여름,1227,creed,,68
77,1008,973.0,베이지,니트웨어,,1313519.0,베이지,팬츠,,,,,여름,881,jo-malone-london,,60
78,1009,,,,,,,,,446789.0,레드,,가을,183,ariana-grande,,83
79,1009,,,,,,,,,446789.0,레드,,가을,1418,jimmy-choo,,60
80,1009,,,,,,,,,446789.0,레드,,가을,908,giorgio-armani,,60
81,1009,,,,,,,,,446789.0,레드,,가을,1073,calvin-klein,,71
82,1009,,,,,,,,,446789.0,레드,,가을,1441,guerlain,,81
83,1010,861588.0,브라운,셔츠,,742933.0,핑크,팬츠,,,,,가을,694,calvin-klein,,51
84,1010,861588.0,브라운,셔츠,,742933.0,핑크,팬츠,,,,,가을,1074,chanel,,84
85,1010,861588.0,브라운,셔츠,,742933.0,핑크,팬츠,,,,,가을,260,lanvin,,70
86,1010,861588.0,브라운,셔츠,,742933.0,핑크,팬츠,,,,,가을,141,maison-francis-kurkdjian,,85
87,1010,861588.0,브라운,셔츠,,742933.0,핑크,팬츠,,,,,가을,995,guerlain,,71
88,1010,861588.0,브라운,셔츠,,742933.0,핑크,팬츠,,,,,가을,1415,guerlain,,65
89,1010,861588.0,브라운,셔츠,,742933.0,핑크,팬츠,,,,,가을,1406,giorgio-armani,,72
90,1010,861588.0,브라운,셔츠,,742933.0,핑크,팬츠,,,,,가을,377,jo-malone-london,,68
91,1010,861588.0,브라운,셔츠,,742933.0,핑크,팬츠,,,,,가을,733,le-labo,,73
92,1010,861588.0,브라운,셔츠,,742933.0,핑크,팬츠,,,,,가을,1427,lanvin,,77
93,1010,861588.0,브라운,셔츠,,742933.0,핑크,팬츠,,,,,가을,144,yves-saint-laurent,,92
94,1011,,,,,,,,,48005.0,골드,,가을,1303,acqua-di-parma,,65
95,1011,,,,,,,,,48005.0,골드,,가을,589,jo-malone-london,,61
96,1011,,,,,,,,,48005.0,골드,,가을,1126,le-labo,,65
97,1011,,,,,,,,,48005.0,골드,,가을,460,lanvin,,75
98,1011,,,,,,,,,48005.0,골드,,가을,779,byredo,,72
99,1011,,,,,,,,,48005.0,골드,,가을,920,santa-maria-novella,,57
100,1011,,,,,,,,,48005.0,골드,,가을,1183,chanel,,66
101,1011,,,,,,,,,48005.0,골드,,가을,714,memo-paris,,81
102,1011,,,,,,,,,48005.0,골드,,가을,905,giorgio-armani,,79
103,1012,100875.0,화이트,티셔츠,,442082.0,블랙,스커트,,,,,겨울,875,guerlain,,60
104,1012,100875.0,화이트,티셔츠,,442082.0,블랙,스커트,,,,,겨울,482,creed,,77
105,1012,100875.0,화이트,티셔츠,,442082.0,블랙,스커트,,,,,겨울,1140,guerlain,,68
106,1012,100875.0,화이트,티셔츠,,442082.0,블랙,스커트,,,,,겨울,34,guerlain,,66
107,1012,100875.0,화이트,티셔츠,,442082.0,블랙,스커트,,,,,겨울,549,yves-saint-laurent,,86
108,1012,100875.0,화이트,티셔츠,,442082.0,블랙,스커트,,,,,겨울,1049,creed,,92
109,1012,100875.0,화이트,티셔츠,,442082.0,블랙,스커트,,,,,겨울,601,diptyque,,50
110,1012,100875.0,화이트,티셔츠,,442082.0,블랙,스커트,,,,,겨울,101,lanvin,,59
111,1012,100875.0,화이트,티셔츠,,442082.0,블랙,스커트,,,,,겨울,680,jimmy-choo,,76
112,1012,100875.0,화이트,티셔츠,,442082.0,블랙,스커트,,,,,겨울,1350,guerlain,,75
113,1012,100875.0,화이트,티셔츠,,442082.0,블랙,스커트,,,,,겨울,1456,guerlain,,56
114,1012,100875.0,화이트,티셔츠,,442082.0,블랙,스커트,,,,,겨울,729,guerlain,,61
115,1013,200391.0,화이트,블라우스,,832357.0,블루,청바지,,,,,여름,1217,creed,,52
116,1013,200391.0,화이트,블라우스,,832357.0,블루,청바지,,,,,여름,1075,chanel,,60
117,1013,200391.0,화이트,블라우스,,832357.0,블루,청바지,,,,,여름,302,giorgio-armani,,59
118,1013,200391.0,화이트,블라우스,,832357.0,블루,청바지,,,,,여름,360,calvin-klein,,81
119,1013,200391.0,화이트,블라우스,,832357.0,블루,청바지,,,,,여름,1312,yves-saint-laurent,,60
120,1013,200391.0,화이트,블라우스,,832357.0,블루,청바지,,,,,여름,466,diptyque,,57
121,1013,200391.0,화이트,블라우스,,832357.0,블루,청바지,,,,,여름,1251,jo-malone-london,,45
122,1014,82316.0,핑크,블라우스,,1091266.0,그레이,팬츠,,,,,가을,426,calvin-klein,,73
123,1014,82316.0,핑크,블라우스,,1091266.0,그레이,팬츠,,,,,가을,924,creed,,72
124,1014,82316.0,핑크,블라우스,,1091266.0,그레이,팬츠,,,,,가을,387,calvin-klein,,57
125,1014,82316.0,핑크,블라우스,,1091266.0,그레이,팬츠,,,,,가을,61,byredo,,82
126,1014,82316.0,핑크,블라우스,,1091266.0,그레이,팬츠,,,,,가을,388,calvin-klein,,53
127,1014,82316.0,핑크,블라우스,,1091266.0,그레이,팬츠,,,,,가을,1356,creed,,62
128,1014,82316.0,핑크,블라우스,,1091266.0,그레이,팬츠,,,,,가을,1383,giorgio-armani,,76
129,1014,82316.0,핑크,블라우스,,1091266.0,그레이,팬츠,,,,,가을,1222,yves-saint-laurent,,76
130,1014,82316.0,핑크,블라우스,,1091266.0,그레이,팬츠,,,,,가을,1018,guerlain,,64
131,1015,,,,,,,,,648679.0,핑크,,겨울,798,santa-maria-novella,,60
132,1015,,,,,,,,,648679.0,핑크,,겨울,1050,creed,,59
133,1015,,,,,,,,,648679.0,핑크,,겨울,350,giorgio-armani,,80
134,1015,,,,,,,,,648679.0,핑크,,겨울,1003,yves-saint-laurent,,61
135,1015,,,,,,,,,648679.0,핑크,,겨울,519,guerlain,,90
136,1015,,,,,,,,,648679.0,핑크,,겨울,1436,guerlain,,56
137,1015,,,,,,,,,648679.0,핑크,,겨울,992,acqua-di-parma,,67
138,1015,,,,,,,,,648679.0,핑크,,겨울,789,guerlain,,73
139,1015,,,,,,,,,648679.0,핑크,,겨울,470,giorgio-armani,,61
140,1015,,,,,,,,,648679.0,핑크,,겨울,296,santa-maria-novella,,74
141,1016,,,,,,,,,123634.0,화이트,,겨울,948,guerlain,,74
142,1016,,,,,,,,,123634.0,화이트,,겨울,319,jo-malone-london,,71
143,1016,,,,,,,,,123634.0,화이트,,겨울,539,guerlain,,58
144,1016,,,,,,,,,123634.0,화이트,,겨울,130,creed,,69
145,1016,,,,,,,,,123634.0,화이트,,겨울,837,yves-saint-laurent,,76
146,1016,,,,,,,,,123634.0,화이트,,겨울,1428,diptyque,,75
147,1016,,,,,,,,,123634.0,화이트,,겨울,866,chanel,,66
148,1016,,,,,,,,,123634.0,화이트,,겨울,50,acqua-di-parma,,48
149,1017,,,,,,,,,110012.0,화이트,,여름,1157,guerlain,,80
150,1017,,,,,,,,,110012.0,화이트,,여름,261,santa-maria-novella,,69
151,1017,,,,,,,,,110012.0,화이트,,여름,507,byredo,,69
152,1017,,,,,,,,,110012.0,화이트,,여름,735,versace,,85
153,1017,,,,,,,,,110012.0,화이트,,여름,1118,giorgio-armani,,90
154,1017,,,,,,,,,110012.0,화이트,,여름,1340,guerlain,,69
155,1017,,,,,,,,,110012.0,화이트,,여름,1253,chanel,,92
156,1017,,,,,,,,,110012.0,화이트,,여름,1128,yves-saint-laurent,,95
157,1018,,,,,,,,,81012.0,화이트,,겨울,170,jo-malone-london,,74
158,1018,,,,,,,,,81012.0,화이트,,겨울,158,memo-paris,,61
159,1018,,,,,,,,,81012.0,화이트,,겨울,196,byredo,,62
160,1018,,,,,,,,,81012.0,화이트,,겨울,14,elizabeth-arden,,98
161,1018,,,,,,,,,81012.0,화이트,,겨울,1428,diptyque,,63
162,1018,,,,,,,,,81012.0,화이트,,겨울,1405,creed,,81
163,1018,,,,,,,,,81012.0,화이트,,겨울,434,guerlain,,75
164,1018,,,,,,,,,81012.0,화이트,,겨울,693,calvin-klein,,85
165,1018,,,,,,,,,81012.0,화이트,,겨울,80,lanvin,,77
166,1018,,,,,,,,,81012.0,화이트,,겨울,527,jo-malone-london,,75
167,1018,,,,,,,,,81012.0,화이트,,겨울,1313,santa-maria-novella,,50
168,1018,,,,,,,,,81012.0,화이트,,겨울,128,calvin-klein,,75
169,1018,,,,,,,,,81012.0,화이트,,겨울,1294,guerlain,,72
170,1019,,,,,,,,,1075296.0,퍼플,,여름,917,versace,,75
171,1019,,,,,,,,,1075296.0,퍼플,,여름,534,yves-saint-laurent,,60
172,1019,,,,,,,,,1075296.0,퍼플,,여름,373,guerlain,,77
173,1019,,,,,,,,,1075296.0,퍼플,,여름,686,memo-paris,,54
174,1019,,,,,,,,,1075296.0,퍼플,,여름,622,yves-saint-laurent,,80
175,1019,,,,,,,,,1075296.0,퍼플,,여름,324,creed,,73
176,1019,,,,,,,,,1075296.0,퍼플,,여름,781,creed,,61
177,1019,,,,,,,,,1075296.0,퍼플,,여름,1037,jo-malone-london,,74
178,1019,,,,,,,,,1075296.0,퍼플,,여름,102,calvin-klein,,72
179,1019,,,,,,,,,1075296.0,퍼플,,여름,637,guerlain,,73
180,1019,,,,,,,,,1075296.0,퍼플,,여름,302,giorgio-armani,,75
181,1019,,,,,,,,,1075296.0,퍼플,,여름,1251,jo-malone-london,,58
182,1019,,,,,,,,,1075296.0,퍼플,,여름,525,jo-malone-london,,75
183,1019,,,,,,,,,1075296.0,퍼플,,여름,1246,giorgio-armani,,88
184,1019,,,,,,,,,1075296.0,퍼플,,여름,645,yves-saint-laurent,,60
185,1020,,,,,,,,,47995.0,골드,,가을,1233,guerlain,,78
186,1020,,,,,,,,,47995.0,골드,,가을,264,diptyque,,92
187,1020,,,,,,,,,47995.0,골드,,가을,502,memo-paris,,75
188,1020,,,,,,,,,47995.0,골드,,가을,1102,jo-malone-london,,65
189,1020,,,,,,,,,47995.0,골드,,가을,1268,memo-paris,,78
190,1020,,,,,,,,,47995.0,골드,,가을,840,yves-saint-laurent,,48
191,1020,,,,,,,,,47995.0,골드,,가을,305,jo-malone-london,,52
192,1020,,,,,,,,,47995.0,골드,,가을,870,giorgio-armani,,54
193,1020,,,,,,,,,47995.0,골드,,가을,577,byredo,,61
194,1020,,,,,,,,,47995.0,골드,,가을,238,elizabeth-arden,,78
195,1020,,,,,,,,,47995.0,골드,,가을,1214,yves-saint-laurent,,76
196,1020,,,,,,,,,47995.0,골드,,가을,53,versace,,95
197,1020,,,,,,,,,47995.0,골드,,가을,121,elizabeth-arden,,88
198,1020,,,,,,,,,47995.0,골드,,가을,1137,acqua-di-parma,,62
199,1021,,,,,,,,,1072844.0,핑크,,겨울,1003,yves-saint-laurent,,70
200,1021,,,,,,,,,1072844.0,핑크,,겨울,138,elizabeth-arden,,71
201,1021,,,,,,,,,1072844.0,핑크,,겨울,772,guerlain,,59
202,1021,,,,,,,,,1072844.0,핑크,,겨울,675,guerlain,,78
203,1021,,,,,,,,,1072844.0,핑크,,겨울,26,byredo,,74
204,1021,,,,,,,,,1072844.0,핑크,,겨울,499,jo-malone-london,,70
205,1021,,,,,,,,,1072844.0,핑크,,겨울,1262,guerlain,,67
206,1021,,,,,,,,,1072844.0,핑크,,겨울,486,giorgio-armani,,71
207,1021,,,,,,,,,1072844.0,핑크,,겨울,67,jo-malone-london,,59
208,1021,,,,,,,,,1072844.0,핑크,,겨울,265,diptyque,,81
209,1021,,,,,,,,,1072844.0,핑크,,겨울,1400,guerlain,,74
210,1021,,,,,,,,,1072844.0,핑크,,겨울,585,giorgio-armani,,78
211,1021,,,,,,,,,1072844.0,핑크,,겨울,1261,guerlain,,73
212,1021,,,,,,,,,1072844.0,핑크,,겨울,1214,yves-saint-laurent,,80
213,1021,,,,,,,,,1072844.0,핑크,,겨울,940,elizabeth-arden,,71
214,1022,,,,,,,,,1071768.0,스카이블루,,가을,785,acqua-di-parma,,75
215,1022,,,,,,,,,1071768.0,스카이블루,,가을,1241,lanvin,,97
216,1022,,,,,,,,,1071768.0,스카이블루,,가을,369,giorgio-armani,,97
217,1022,,,,,,,,,1071768.0,스카이블루,,가을,915,jo-malone-london,,73
218,1022,,,,,,,,,1071768.0,스카이블루,,가을,1416,guerlain,,80
219,1022,,,,,,,,,1071768.0,스카이블루,,가을,1306,guerlain,,82
220,1022,,,,,,,,,1071768.0,스카이블루,,가을,380,maison-francis-kurkdjian,,66
221,1022,,,,,,,,,1071768.0,스카이블루,,가을,642,memo-paris,,77
222,1023,110464.0,라벤더,블라우스,,1163425.0,퍼플,스커트,,,,,봄,1245,chanel,,73
223,1023,110464.0,라벤더,블라우스,,1163425.0,퍼플,스커트,,,,,봄,839,yves-saint-laurent,,78
224,1023,110464.0,라벤더,블라우스,,1163425.0,퍼플,스커트,,,,,봄,773,guerlain,,72
225,1023,110464.0,라벤더,블라우스,,1163425.0,퍼플,스커트,,,,,봄,515,giorgio-armani,,79
226,1023,110464.0,라벤더,블라우스,,1163425.0,퍼플,스커트,,,,,봄,878,guerlain,,67
227,1024,,,,,,,,,1232332.0,브라운,,가을,1306,guerlain,,78
228,1024,,,,,,,,,1232332.0,브라운,,가을,1172,acqua-di-parma,,69
229,1024,,,,,,,,,1232332.0,브라운,,가을,1290,diptyque,,90
230,1024,,,,,,,,,1232332.0,브라운,,가을,491,acqua-di-parma,,66
231,1024,,,,,,,,,1232332.0,브라운,,가을,1247,guerlain,,72
232,1024,,,,,,,,,1232332.0,브라운,,가을,994,guerlain,,69
233,1024,,,,,,,,,1232332.0,브라운,,가을,590,maison-francis-kurkdjian,,71
234,1024,,,,,,,,,1232332.0,브라운,,가을,1013,creed,,55
235,1024,,,,,,,,,1232332.0,브라운,,가을,511,elizabeth-arden,,56
236,1024,,,,,,,,,1232332.0,브라운,,가을,1072,calvin-klein,,49
237,1024,,,,,,,,,1232332.0,브라운,,가을,475,jo-malone-london,,75
238,1025,1168828.0,스카이블루,블라우스,,1188031.0,브라운,스커트,,,,,가을,307,chanel,,58
239,1025,1168828.0,스카이블루,블라우스,,1188031.0,브라운,스커트,,,,,가을,561,guerlain,,65
240,1025,1168828.0,스카이블루,블라우스,,1188031.0,브라운,스커트,,,,,가을,1470,lanvin,,67
241,1025,1168828.0,스카이블루,블라우스,,1188031.0,브라운,스커트,,,,,가을,710,guerlain,,59
242,1025,1168828.0,스카이블루,블라우스,,1188031.0,브라운,스커트,,,,,가을,614,guerlain,,73
243,1025,1168828.0,스카이블루,블라우스,,1188031.0,브라운,스커트,,,,,가을,1080,guerlain,,92
244,1025,1168828.0,스카이블루,블라우스,,1188031.0,브라운,스커트,,,,,가을,629,elizabeth-arden,,80
245,1025,1168828.0,스카이블루,블라우스,,1188031.0,브라운,스커트,,,,,가을,1283,guerlain,,91
246,1025,1168828.0,스카이블루,블라우스,,1188031.0,브라운,스커트,,,,,가을,912,guerlain,,83
247,1025,1168828.0,스카이블루,블라우스,,1188031.0,브라운,스커트,,,,,가을,946,guerlain,,68
248,1025,1168828.0,스카이블루,블라우스,,1188031.0,브라운,스커트,,,,,가을,442,lanvin,,61
249,1025,1168828.0,스카이블루,블라우스,,1188031.0,브라운,스커트,,,,,가을,329,elizabeth-arden,,76
250,1025,1168828.0,스카이블루,블라우스,,1188031.0,브라운,스커트,,,,,가을,1306,guerlain,,56
251,1025,1168828.0,스카이블루,블라우스,,1188031.0,브라운,스커트,,,,,가을,114,elizabeth-arden,,79
252,1025,1168828.0,스카이블루,블라우스,,1188031.0,브라운,스커트,,,,,가을,389,creed,,81
253,1026,47918.0,레드,블라우스,,530095.0,화이트,팬츠,,,,,봄,1281,giorgio-armani,,81
254,1026,47918.0,레드,블라우스,,530095.0,화이트,팬츠,,,,,봄,990,creed,,71
255,1026,47918.0,레드,블라우스,,530095.0,화이트,팬츠,,,,,봄,666,yves-saint-laurent,,80
256,1026,47918.0,레드,블라우스,,530095.0,화이트,팬츠,,,,,봄,696,diptyque,,73
257,1026,47918.0,레드,블라우스,,530095.0,화이트,팬츠,,,,,봄,1129,yves-saint-laurent,,86
258,1026,47918.0,레드,블라우스,,530095.0,화이트,팬츠,,,,,봄,714,memo-paris,,91
259,1026,47918.0,레드,블라우스,,530095.0,화이트,팬츠,,,,,봄,463,calvin-klein,,61
260,1026,47918.0,레드,블라우스,,530095.0,화이트,팬츠,,,,,봄,341,lanvin,,71
261,1026,47918.0,레드,블라우스,,530095.0,화이트,팬츠,,,,,봄,541,guerlain,,81
262,1026,47918.0,레드,블라우스,,530095.0,화이트,팬츠,,,,,봄,452,giorgio-armani,,78
263,1027,,,,,,,,,47791.0,레드,,가을,833,jimmy-choo,,80
264,1027,,,,,,,,,47791.0,레드,,가을,70,jo-malone-london,,81
265,1027,,,,,,,,,47791.0,레드,,가을,1326,diptyque,,55
266,1027,,,,,,,,,47791.0,레드,,가을,140,jo-malone-london,,68
267,1027,,,,,,,,,47791.0,레드,,가을,1012,creed,,54
268,1027,,,,,,,,,47791.0,레드,,가을,966,giorgio-armani,,67
269,1027,,,,,,,,,47791.0,레드,,가을,1356,creed,,55
270,1027,,,,,,,,,47791.0,레드,,가을,21,lanvin,,87
271,1027,,,,,,,,,47791.0,레드,,가을,1018,guerlain,,74
272,1028,681538.0,블랙,블라우스,,3036.0,스카이블루,청바지,,,,,겨울,1187,diptyque,,66
273,1028,681538.0,블랙,블라우스,,3036.0,스카이블루,청바지,,,,,겨울,695,calvin-klein,,60
274,1028,681538.0,블랙,블라우스,,3036.0,스카이블루,청바지,,,,,겨울,1353,guerlain,,100
275,1028,681538.0,블랙,블라우스,,3036.0,스카이블루,청바지,,,,,겨울,802,chanel,,75
276,1028,681538.0,블랙,블라우스,,3036.0,스카이블루,청바지,,,,,겨울,55,yves-saint-laurent,,78
277,1028,681538.0,블랙,블라우스,,3036.0,스카이블루,청바지,,,,,겨울,1366,creed,,69
278,1028,681538.0,블랙,블라우스,,3036.0,스카이블루,청바지,,,,,겨울,51,guerlain,,74
279,1028,681538.0,블랙,블라우스,,3036.0,스카이블루,청바지,,,,,겨울,882,jo-malone-london,,78
280,1028,681538.0,블랙,블라우스,,3036.0,스카이블루,청바지,,,,,겨울,435,guerlain,,88
281,1029,,,,,,,,,1072212.0,화이트,,가을,475,jo-malone-london,,76
282,1029,,,,,,,,,1072212.0,화이트,,가을,546,maison-francis-kurkdjian,,72
283,1029,,,,,,,,,1072212.0,화이트,,가을,332,giorgio-armani,,59
284,1029,,,,,,,,,1072212.0,화이트,,가을,117,jo-malone-london,,77
285,1029,,,,,,,,,1072212.0,화이트,,가을,883,jo-malone-london,,60
286,1029,,,,,,,,,1072212.0,화이트,,가을,22,calvin-klein,,78
287,1029,,,,,,,,,1072212.0,화이트,,가을,886,versace,,64
288,1029,,,,,,,,,1072212.0,화이트,,가을,883,jo-malone-london,,58
289,1029,,,,,,,,,1072212.0,화이트,,가을,735,versace,,86
290,1029,,,,,,,,,1072212.0,화이트,,가을,1089,byredo,,96
291,1029,,,,,,,,,1072212.0,화이트,,가을,1047,chanel,,85
292,1030,,,,,,,,,47798.0,블랙,,겨울,140,jo-malone-london,,72
293,1030,,,,,,,,,47798.0,블랙,,겨울,1442,yves-saint-laurent,,65
294,1030,,,,,,,,,47798.0,블랙,,겨울,623,santa-maria-novella,,59
295,1030,,,,,,,,,47798.0,블랙,,겨울,154,ex-nihilo,,75
296,1030,,,,,,,,,47798.0,블랙,,겨울,1275,chanel,,59
297,1030,,,,,,,,,47798.0,블랙,,겨울,727,guerlain,,50
298,1030,,,,,,,,,47798.0,블랙,,겨울,771,guerlain,,82
299,1030,,,,,,,,,47798.0,블랙,,겨울,1410,guerlain,,69
300,1030,,,,,,,,,47798.0,블랙,,겨울,532,yves-saint-laurent,,82
301,1030,,,,,,,,,47798.0,블랙,,겨울,1095,acqua-di-parma,,59
302,1030,,,,,,,,,47798.0,블랙,,겨울,157,jo-malone-london,,73
303,1030,,,,,,,,,47798.0,블랙,,겨울,1062,guerlain,,52
304,1030,,,,,,,,,47798.0,블랙,,겨울,1076,creed,,70
305,1031,,,,,,,,,938142.0,브라운,,가을,1222,yves-saint-laurent,,89
306,1031,,,,,,,,,938142.0,브라운,,가을,1362,yves-saint-laurent,,75
307,1031,,,,,,,,,938142.0,브라운,,가을,880,guerlain,,71
308,1031,,,,,,,,,938142.0,브라운,,가을,218,jo-malone-london,,77
